geography,device_type_code,device_type_description,cpu_util,latency_capacity,avg_price_per_gb,ttl_used,ttl_usable,pct_used,ttl_allocated,client_id,period_id
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.6,399.43,53.98,968.79,137,1765
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,232.52,388.45,59.86,236.38,137,1765
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.25,399.43,53.89,968.79,137,1768
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,232.52,388.23,59.89,236.61,137,1768
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.51,399.43,53.95,968.79,137,1770
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,231.77,388.19,59.71,235.89,137,1770
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.6,399.43,53.98,968.79,137,1772
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,233.8,388.3,60.21,237.81,137,1772
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.19,399.43,53.87,968.79,137,1775
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,233.43,388.12,60.14,237.62,137,1775
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.92,399.43,54.06,968.79,137,1777
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,233.27,388.2,60.09,237.38,137,1777
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.79,399.43,54.02,968.79,137,1779
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,233.3,388.22,60.09,237.39,137,1779
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.28,399.43,53.9,968.79,137,1782
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,235.77,387.74,60.81,240.35,137,1782
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.84,399.43,54.04,968.79,137,1784
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,233.36,388.09,60.13,237.58,137,1784
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.93,399.43,54.06,968.79,137,1786
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,234.88,388.17,60.51,239.02,137,1786
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,216.23,399.43,54.13,968.79,137,1789
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,236.37,387.88,60.94,240.81,137,1789
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.93,399.43,54.06,968.79,137,1791
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,232.83,387.98,60.01,237.16,137,1791
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.76,399.43,54.02,968.79,137,1793
,VMAX_DEVICE,EMC VMax Device,100.0,10.0,3.0,82.98,195.37,42.47,83.77,137,1793
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.3,399.43,53.9,968.79,137,1796
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,233.64,387.81,60.25,238.15,137,1796
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,216.05,399.43,54.09,968.79,137,1798
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,235.23,387.89,60.64,239.66,137,1798
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.54,399.43,53.96,968.79,137,1800
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,234.04,388.22,60.29,238.13,137,1800
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.4,399.43,53.93,968.79,137,1803
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,230.59,388.91,59.29,234.0,137,1803
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,216.14,399.43,54.11,968.79,137,1805
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,233.12,388.64,59.99,236.8,137,1805
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,216.04,399.43,54.09,968.79,137,1807
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,233.44,388.13,60.14,237.62,137,1807
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.04,399.43,53.84,968.79,137,1810
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,237.75,387.52,61.35,242.54,137,1810
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,216.0,399.43,54.08,968.79,137,1812
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,231.88,387.3,59.87,236.89,137,1812
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,216.08,399.43,54.1,968.79,137,1814
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,232.08,387.5,59.89,236.89,137,1814
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.53,399.43,53.96,968.79,137,1817
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,232.61,387.53,60.02,237.39,137,1817
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,216.05,399.43,54.09,968.79,137,1819
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,232.02,387.12,59.93,237.21,137,1819
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.34,399.43,53.91,968.79,137,1821
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,232.68,387.38,60.07,237.62,137,1821
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,216.46,399.43,54.19,968.79,137,1824
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,232.85,387.26,60.13,237.91,137,1824
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.93,399.43,54.06,968.79,137,1826
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,232.05,386.91,59.97,237.46,137,1826
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.61,399.43,53.98,968.79,137,1828
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,233.44,386.99,60.32,238.77,137,1828
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.49,399.43,53.95,968.79,137,1831
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,231.33,387.78,59.65,235.86,137,1831
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.6,399.43,53.98,968.79,137,1833
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,232.42,387.14,60.04,237.6,137,1833
,DATA_DOMAIN,EMC Data Domain Device,200.0,40.0,1.75,12063.03,19508.31,61.84,12063.03,137,1835
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,216.21,399.43,54.13,968.79,137,1835
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,233.5,387.6,60.24,238.22,137,1835
,DATA_DOMAIN,EMC Data Domain Device,200.0,40.0,1.75,12081.97,18456.56,65.46,12081.97,137,1838
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.51,399.43,53.96,968.79,137,1838
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,233.2,387.27,60.22,238.24,137,1838
,DATA_DOMAIN,EMC Data Domain Device,200.0,40.0,1.75,12068.97,17947.65,67.25,12068.97,137,1840
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,216.45,399.43,54.19,968.79,137,1840
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,233.38,387.15,60.28,238.55,137,1840
,DATA_DOMAIN,EMC Data Domain Device,200.0,40.0,1.75,12072.73,19745.8,61.14,12072.73,137,1842
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,216.13,399.43,54.11,968.79,137,1842
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,232.83,387.43,60.1,237.72,137,1842
,DATA_DOMAIN,EMC Data Domain Device,200.0,40.0,1.75,12051.3,19135.11,62.98,12051.3,137,1845
,V7000_DEVICE,IBM V7000 Device,200.0,20.0,1.75,215.46,399.43,53.94,968.79,137,1845
,VMAX_DEVICE,EMC VMax Device,200.0,20.0,3.0,232.31,387.66,59.92,236.96,137,1845
