data_center,device_type_code,count,device_type_description,cpu_util,latency_capacity,avg_price_per_gb,ttl_used,ttl_usable,pct_used,ttl_allocated,client_id,period_id
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.5,197.38,32.17,542.21,137,1504
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,77.15,195.03,39.56,78.27,137,1504
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.33,202.06,76.38,434.77,137,1506
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,123.35,192.78,63.98,126.73,137,1506
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.48,197.37,32.16,542.21,137,1506
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,75.7,194.91,38.84,76.94,137,1506
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,150.82,199.54,75.58,434.77,137,1509
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.51,197.37,32.18,542.21,137,1509
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,74.29,195.0,38.1,75.44,137,1509
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.26,202.07,76.34,434.77,137,1511
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,117.09,192.19,60.92,121.06,137,1511
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.46,197.37,32.15,542.21,137,1511
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,75.11,195.07,38.5,76.2,137,1511
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.25,202.07,76.33,434.77,137,1513
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,117.56,192.53,61.06,121.19,137,1513
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.47,197.36,32.16,542.21,137,1513
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,76.73,195.29,39.29,77.6,137,1513
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.83,202.06,76.13,434.77,137,1516
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,116.29,192.24,60.49,120.21,137,1516
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,74.96,195.04,38.43,76.08,137,1516
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.36,202.06,76.39,434.77,137,1518
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,116.52,192.15,60.64,120.53,137,1518
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.51,197.37,32.18,542.21,137,1518
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,74.9,194.91,38.43,76.15,137,1518
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.53,202.06,76.48,434.77,137,1520
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,118.74,192.53,61.67,122.37,137,1520
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.51,197.36,32.18,542.21,137,1520
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,76.63,195.17,39.26,77.62,137,1520
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,116.97,192.22,60.85,120.91,137,1523
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.54,197.37,32.19,542.21,137,1523
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,75.35,195.02,38.64,76.49,137,1523
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.48,202.06,76.45,434.77,137,1525
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,117.15,192.07,61.0,121.25,137,1525
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.55,197.38,32.2,542.21,137,1525
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,76.04,195.06,38.98,77.13,137,1525
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.52,202.06,76.47,434.77,137,1527
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,119.03,192.48,61.84,122.71,137,1527
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.56,197.37,32.2,542.21,137,1527
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,75.44,195.09,38.67,76.51,137,1527
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.01,202.06,76.22,434.77,137,1530
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,117.47,192.18,61.12,121.45,137,1530
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.59,197.38,32.22,542.21,137,1530
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,75.72,195.02,38.83,76.86,137,1530
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.66,202.06,76.54,434.77,137,1532
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,117.6,192.09,61.22,121.68,137,1532
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.59,197.36,32.22,542.21,137,1532
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,76.22,195.07,39.07,77.31,137,1532
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.44,202.06,76.43,434.77,137,1534
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,123.44,192.39,64.16,127.21,137,1534
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.59,197.38,32.22,542.21,137,1534
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,77.3,195.18,39.61,78.29,137,1534
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,155.02,202.05,76.72,434.77,137,1537
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,118.89,192.1,61.89,122.95,137,1537
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.64,197.42,32.24,542.21,137,1537
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,77.05,195.04,39.51,78.17,137,1537
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.45,202.06,76.44,434.77,137,1539
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,119.61,192.08,62.27,123.69,137,1539
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.47,197.36,32.16,542.21,137,1539
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,77.17,195.0,39.57,78.33,137,1539
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.5,202.06,76.46,434.77,137,1541
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,120.21,192.28,62.52,124.09,137,1541
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.45,197.37,32.15,542.21,137,1541
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,78.21,195.28,40.05,79.09,137,1541
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.01,202.07,76.22,434.77,137,1544
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,118.59,192.07,61.74,122.68,137,1544
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.34,197.3,32.11,542.21,137,1544
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,75.41,195.01,38.67,76.55,137,1544
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.46,202.06,76.44,434.77,137,1546
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,120.09,192.04,62.53,124.21,137,1546
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.33,197.37,32.09,542.21,137,1546
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,76.24,195.04,39.09,77.37,137,1546
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.48,202.06,76.45,434.77,137,1548
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,121.48,192.42,63.13,125.22,137,1548
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.3,197.37,32.07,542.21,137,1548
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,77.71,195.29,39.79,78.58,137,1548
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.98,202.06,76.21,434.77,137,1551
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,120.95,192.11,62.96,125.0,137,1551
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.32,197.37,32.08,542.21,137,1551
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,76.02,195.06,38.97,77.12,137,1551
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.61,202.05,76.52,434.77,137,1553
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,120.09,192.02,62.54,124.23,137,1553
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.31,197.38,32.07,542.21,137,1553
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,76.04,195.07,38.98,77.13,137,1553
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.13,202.02,76.3,434.77,137,1555
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,122.12,192.38,63.48,125.91,137,1555
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.15,197.37,31.99,542.21,137,1555
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,77.54,195.32,39.7,78.38,137,1555
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.04,202.06,76.23,434.77,137,1558
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,121.88,192.42,63.34,125.62,137,1558
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,62.91,197.37,31.87,542.21,137,1558
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,77.19,195.23,39.54,78.13,137,1558
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.78,202.06,76.6,434.77,137,1560
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,121.32,192.12,63.15,125.37,137,1560
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,62.74,197.38,31.79,542.21,137,1560
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,76.98,195.13,39.45,78.01,137,1560
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.55,202.07,76.48,434.77,137,1562
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,124.28,192.55,64.54,127.89,137,1562
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,62.73,197.36,31.78,542.21,137,1562
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,78.28,195.25,40.09,79.18,137,1562
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.78,202.06,76.11,434.77,137,1565
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,122.5,192.39,63.67,126.28,137,1565
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,62.75,197.36,31.8,542.21,137,1565
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,77.48,195.12,39.71,78.52,137,1565
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.56,202.05,76.5,434.77,137,1567
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,121.61,192.04,63.33,125.73,137,1567
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,62.75,197.38,31.79,542.21,137,1567
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,77.62,195.1,39.78,78.67,137,1567
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.7,202.06,76.56,434.77,137,1569
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,123.19,192.46,64.01,126.89,137,1569
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,62.77,197.37,31.8,542.21,137,1569
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,78.81,195.27,40.36,79.7,137,1569
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.0,202.06,76.21,434.77,137,1572
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,121.87,192.28,63.38,125.75,137,1572
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,62.81,197.37,31.82,542.21,137,1572
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,78.23,195.17,40.09,79.22,137,1572
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.51,202.06,76.47,434.77,137,1574
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,62.82,197.37,31.83,542.21,137,1574
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,77.95,195.1,39.95,79.0,137,1574
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.58,202.06,76.5,434.77,137,1576
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,124.14,192.48,64.5,127.82,137,1576
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,62.86,197.37,31.85,542.21,137,1576
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.19,195.29,40.55,80.06,137,1576
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,155.2,202.06,76.81,434.77,137,1579
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,124.74,192.48,64.81,128.42,137,1579
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,62.95,197.37,31.89,542.21,137,1579
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,77.17,195.0,39.57,78.32,137,1579
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.55,202.06,76.49,434.77,137,1581
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,123.23,192.03,64.17,127.36,137,1581
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,62.89,197.37,31.86,542.21,137,1581
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,77.56,194.99,39.78,78.72,137,1581
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.97,202.06,76.69,434.77,137,1583
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,62.88,197.38,31.86,542.21,137,1583
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.31,195.16,40.64,80.31,137,1583
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.17,202.06,76.3,434.77,137,1586
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,125.49,192.25,65.27,129.4,137,1586
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.54,197.38,32.19,542.21,137,1586
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.09,195.12,40.53,80.13,137,1586
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.67,202.06,76.55,434.77,137,1588
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,124.74,191.94,64.99,128.95,137,1588
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.54,197.38,32.19,542.21,137,1588
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,78.79,195.05,40.4,79.9,137,1588
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.63,202.06,76.52,434.77,137,1590
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,126.4,192.33,65.72,130.23,137,1590
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.58,197.36,32.22,542.21,137,1590
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,80.05,195.2,41.01,81.01,137,1590
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.17,202.06,76.3,434.77,137,1593
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,126.83,192.3,65.96,130.69,137,1593
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.57,197.37,32.21,542.21,137,1593
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,78.43,194.84,40.25,79.74,137,1593
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.92,202.06,76.67,434.77,137,1595
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,126.0,192.0,65.63,130.16,137,1595
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.57,197.37,32.21,542.21,137,1595
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.42,195.03,40.72,80.54,137,1595
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.63,202.06,76.52,434.77,137,1597
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,129.47,192.32,67.32,133.31,137,1597
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,63.58,197.36,32.22,542.21,137,1597
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,78.46,194.6,40.32,80.02,137,1597
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,151.85,202.06,75.15,425.56,137,1600
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,128.51,192.22,66.86,132.45,137,1600
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,60.18,197.37,30.49,527.87,137,1600
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,78.88,194.65,40.53,80.4,137,1600
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,151.45,202.06,74.95,425.56,137,1602
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,127.51,191.82,66.47,131.84,137,1602
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,78.89,194.7,40.52,80.35,137,1602
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,151.58,202.06,75.02,425.56,137,1604
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,129.81,192.27,67.52,133.71,137,1604
