data_center,device_type_code,count,device_type_description,cpu_util,latency_capacity,avg_price_per_gb,ttl_used,ttl_usable,pct_used,ttl_allocated,client_id,period_id
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.42,202.06,75.93,434.77,137,1747
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,150.44,193.33,77.81,153.27,137,1747
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.39,197.37,31.1,534.01,137,1747
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.41,195.12,40.7,80.45,137,1747
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.97,202.06,76.2,434.77,137,1749
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,148.28,193.17,76.76,151.27,137,1749
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.71,197.37,31.27,534.01,137,1749
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.54,195.11,40.76,80.58,137,1749
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.43,202.06,75.94,434.77,137,1751
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,150.09,193.45,77.59,152.8,137,1751
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.51,197.37,31.16,534.01,137,1751
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.01,195.09,40.5,80.08,137,1751
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.28,202.06,76.36,434.77,137,1754
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,149.96,193.23,77.61,152.9,137,1754
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,62.16,197.37,31.49,534.01,137,1754
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.9,195.15,40.94,80.91,137,1754
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.34,202.06,75.89,434.77,137,1756
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,148.81,193.33,76.98,151.65,137,1756
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.48,197.37,31.15,534.01,137,1756
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.67,195.12,40.83,80.7,137,1756
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.5,202.06,75.97,434.77,137,1758
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,150.12,193.46,77.6,152.83,137,1758
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.5,197.37,31.16,534.01,137,1758
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.28,195.1,40.64,80.34,137,1758
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.23,202.06,75.83,434.77,137,1761
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,151.07,193.27,78.17,153.96,137,1761
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.49,197.37,31.16,534.01,137,1761
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.5,195.1,40.75,80.55,137,1761
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.8,202.06,76.12,434.77,137,1763
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,150.22,193.2,77.76,153.18,137,1763
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.52,197.37,31.17,534.01,137,1763
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,80.37,195.16,41.18,81.37,137,1763
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.04,202.06,76.24,434.77,137,1765
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,152.18,193.34,78.71,154.99,137,1765
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.56,197.37,31.19,534.01,137,1765
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,80.33,195.11,41.17,81.38,137,1765
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.66,202.06,76.05,434.77,137,1768
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,152.64,193.12,79.04,155.67,137,1768
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.59,197.37,31.21,534.01,137,1768
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.88,195.11,40.94,80.93,137,1768
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.86,202.06,76.15,434.77,137,1770
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,151.39,193.06,78.42,154.49,137,1770
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.65,197.37,31.23,534.01,137,1770
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,80.38,195.13,41.19,81.4,137,1770
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.96,202.06,76.2,434.77,137,1772
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,152.61,193.18,79.0,155.58,137,1772
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.64,197.37,31.23,534.01,137,1772
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,81.19,195.12,41.61,82.23,137,1772
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.52,202.06,75.98,434.77,137,1775
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,153.26,193.04,79.39,156.37,137,1775
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.68,197.37,31.25,534.01,137,1775
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,80.17,195.08,41.09,81.24,137,1775
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.25,202.06,76.34,434.77,137,1777
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,151.63,193.08,78.53,154.71,137,1777
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.68,197.37,31.25,534.01,137,1777
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,81.63,195.12,41.84,82.67,137,1777
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.08,202.06,76.26,434.77,137,1779
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,152.92,193.16,79.16,155.91,137,1779
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.71,197.37,31.26,534.01,137,1779
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,80.38,195.06,41.21,81.48,137,1779
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.57,202.06,76.0,434.77,137,1782
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,153.49,192.57,79.71,157.08,137,1782
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.72,197.37,31.27,534.01,137,1782
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,82.29,195.17,42.16,83.27,137,1782
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.16,202.06,76.29,434.77,137,1784
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,152.59,193.03,79.05,155.72,137,1784
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.68,197.37,31.25,534.01,137,1784
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,80.76,195.06,41.4,81.86,137,1784
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.24,202.06,76.33,434.77,137,1786
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,153.71,193.12,79.59,156.75,137,1786
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.69,197.37,31.26,534.01,137,1786
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,81.17,195.06,41.62,82.28,137,1786
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.52,202.06,76.47,434.77,137,1789
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,153.62,192.63,79.75,157.14,137,1789
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.71,197.37,31.27,534.01,137,1789
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,82.76,195.25,42.39,83.67,137,1789
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.19,202.06,76.31,434.77,137,1791
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,149.96,192.61,77.85,153.5,137,1791
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.74,197.37,31.28,534.01,137,1791
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,82.87,195.37,42.42,83.66,137,1791
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.05,202.06,76.24,434.77,137,1793
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.72,197.37,31.27,534.01,137,1793
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,82.98,195.37,42.47,83.77,137,1793
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.58,202.06,76.01,434.77,137,1796
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,149.98,192.51,77.91,153.63,137,1796
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.72,197.37,31.27,534.01,137,1796
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,83.66,195.3,42.84,84.52,137,1796
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.26,202.06,76.35,434.77,137,1798
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,151.66,192.55,78.77,155.27,137,1798
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.78,197.37,31.3,534.01,137,1798
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,83.56,195.34,42.78,84.38,137,1798
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.79,202.06,76.11,434.77,137,1800
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,152.35,192.77,79.03,155.73,137,1800
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.76,197.37,31.29,534.01,137,1800
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,81.69,195.45,41.8,82.4,137,1800
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.62,202.06,76.03,434.77,137,1803
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,149.13,193.47,77.08,151.81,137,1803
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.78,197.37,31.3,534.01,137,1803
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,81.46,195.43,41.68,82.19,137,1803
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.35,202.06,76.39,434.77,137,1805
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,151.31,193.2,78.32,154.27,137,1805
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.79,197.37,31.31,534.01,137,1805
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,81.81,195.44,41.86,82.53,137,1805
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.23,202.06,76.33,434.77,137,1807
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,151.45,192.68,78.6,154.93,137,1807
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.81,197.37,31.32,534.01,137,1807
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,81.98,195.45,41.95,82.69,137,1807
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.27,202.06,75.85,434.77,137,1810
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,154.39,192.22,80.32,158.33,137,1810
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.77,197.37,31.3,534.01,137,1810
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,83.35,195.3,42.68,84.21,137,1810
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.21,202.06,76.32,434.77,137,1812
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,152.78,192.58,79.33,156.36,137,1812
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.79,197.37,31.31,534.01,137,1812
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.1,194.72,40.62,80.53,137,1812
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.2,202.06,76.32,434.77,137,1814
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,152.88,192.8,79.3,156.24,137,1814
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.87,197.37,31.35,534.01,137,1814
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.2,194.7,40.68,80.65,137,1814
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.65,202.06,76.04,434.77,137,1817
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,153.17,192.82,79.43,156.5,137,1817
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.88,197.37,31.35,534.01,137,1817
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.44,194.71,40.8,80.89,137,1817
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.16,202.06,76.29,434.77,137,1819
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,152.62,192.43,79.31,156.35,137,1819
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.89,197.37,31.36,534.01,137,1819
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.4,194.7,40.78,80.86,137,1819
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.45,202.06,75.94,434.77,137,1821
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,153.08,192.68,79.45,156.56,137,1821
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.89,197.37,31.36,534.01,137,1821
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.59,194.7,40.88,81.05,137,1821
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.49,202.06,76.46,434.77,137,1824
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,153.28,192.55,79.61,156.89,137,1824
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.97,197.37,31.4,534.01,137,1824
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.57,194.71,40.87,81.02,137,1824
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.03,202.06,76.23,434.77,137,1826
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,153.02,192.22,79.61,156.95,137,1826
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.9,197.37,31.36,534.01,137,1826
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.02,194.68,40.59,80.5,137,1826
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.72,202.06,76.08,434.77,137,1828
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,153.97,192.26,80.08,157.86,137,1828
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.89,197.37,31.36,534.01,137,1828
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.48,194.72,40.81,80.91,137,1828
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.58,202.06,76.01,434.77,137,1831
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,151.56,193.05,78.51,154.67,137,1831
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.92,197.37,31.37,534.01,137,1831
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.77,194.73,40.96,81.2,137,1831
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.66,202.06,76.05,434.77,137,1833
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,153.18,192.43,79.6,156.91,137,1833
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.94,197.37,31.38,534.01,137,1833
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.24,194.7,40.7,80.69,137,1833
Backup,DATA_DOMAIN,2,EMC Data Domain Device,200.0,40.0,1.75,12063.03,19508.31,61.84,12063.03,137,1835
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.26,202.06,76.35,434.77,137,1835
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,152.99,192.86,79.33,156.29,137,1835
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.95,197.37,31.39,534.01,137,1835
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,80.5,194.74,41.34,81.92,137,1835
Backup,DATA_DOMAIN,2,EMC Data Domain Device,200.0,40.0,1.75,12081.97,18456.56,65.46,12081.97,137,1838
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.59,202.06,76.01,434.77,137,1838
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,153.56,192.52,79.76,157.2,137,1838
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.92,197.37,31.37,534.01,137,1838
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.64,194.75,40.89,81.05,137,1838
Backup,DATA_DOMAIN,2,EMC Data Domain Device,200.0,40.0,1.75,12068.97,17947.65,67.25,12068.97,137,1840
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.52,202.06,76.47,434.77,137,1840
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,153.49,192.38,79.78,157.27,137,1840
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.93,197.37,31.38,534.01,137,1840
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,79.89,194.77,41.02,81.28,137,1840
Backup,DATA_DOMAIN,2,EMC Data Domain Device,200.0,40.0,1.75,12072.73,19745.8,61.14,12072.73,137,1842
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,154.16,202.06,76.29,434.77,137,1842
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,152.66,192.68,79.23,156.13,137,1842
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.97,197.37,31.4,534.01,137,1842
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,80.17,194.74,41.17,81.58,137,1842
Backup,DATA_DOMAIN,2,EMC Data Domain Device,200.0,40.0,1.75,12051.3,19135.11,62.98,12051.3,137,1845
Colo,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,153.53,202.06,75.98,434.77,137,1845
Colo,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,152.29,192.89,78.95,155.56,137,1845
Westland,V7000_DEVICE,1,IBM V7000 Device,100.0,10.0,1.75,61.93,197.37,31.38,534.01,137,1845
Westland,VMAX_DEVICE,1,EMC VMax Device,100.0,10.0,3.0,80.01,194.77,41.08,81.4,137,1845
