geography,device_type_code,device_type_description,cpu_util,latency_capacity,avg_price_per_gb,ttl_used,ttl_usable,pct_used,ttl_allocated,client_id,period_id
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1757
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.34,725.92,65.48,505.81,188,1760
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1760
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1760
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.34,725.92,65.48,505.81,188,1762
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1762
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1762
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.68,725.92,65.53,505.81,188,1764
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1764
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1764
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.73,725.92,65.53,505.81,188,1767
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,42.76,188,1767
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1767
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.43,725.92,65.49,505.81,188,1769
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1769
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1769
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.56,725.92,65.51,505.81,188,1771
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1771
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1771
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.4,725.92,65.49,505.81,188,1774
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1774
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1774
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,475.43,725.92,65.49,505.81,188,1776
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1776
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1776
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.31,725.92,65.06,502.56,188,1778
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1778
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1778
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,482.83,725.92,66.51,513.17,188,1781
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1781
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1781
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,482.85,725.92,66.52,513.17,188,1783
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1783
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1783
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,482.9,725.92,66.52,513.17,188,1785
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1785
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1785
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.28,725.92,65.06,502.56,188,1788
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1788
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1788
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.3,725.92,65.06,502.56,188,1790
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1790
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.39,725.92,65.07,502.56,188,1792
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1792
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1792
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.44,725.92,65.08,502.56,188,1795
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1795
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1795
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.28,725.92,65.06,502.56,188,1797
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1797
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1797
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.47,725.92,65.09,502.56,188,1799
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1799
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1799
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.1,725.92,65.04,502.56,188,1802
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.28,41.94,188,1802
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1802
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.36,725.92,65.07,502.56,188,1804
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1804
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1804
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.44,725.92,65.08,502.56,188,1806
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1806
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1806
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.54,725.92,65.1,502.76,188,1809
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1809
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1809
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.57,725.92,65.1,502.76,188,1811
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1811
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1811
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.51,725.92,65.09,502.76,188,1813
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1813
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1813
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.56,725.92,65.1,502.76,188,1816
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1816
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1816
Unmapped,SVC_DEVICE,IBM SVC Device,300.0,15.0,1.75,910.04,1399.62,65.02,942.1,188,1818
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1818
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1818
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.68,725.92,65.11,502.76,188,1820
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1820
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1820
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.67,725.92,65.11,502.76,188,1823
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1823
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1823
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.59,725.92,65.1,502.76,188,1825
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1825
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1825
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.82,725.92,65.13,502.76,188,1827
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1827
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1827
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.57,725.92,65.1,502.76,188,1830
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.28,43.46,188,1830
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1830
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.59,725.92,65.1,502.76,188,1832
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1832
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1832
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.69,725.92,65.12,502.76,188,1834
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1834
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1834
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.75,725.92,65.12,502.76,188,1837
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1837
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1837
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.61,725.92,65.1,502.76,188,1839
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1839
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1839
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.71,725.92,65.12,502.76,188,1841
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1841
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1841
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.73,725.92,65.12,502.76,188,1844
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1844
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1844
Unmapped,SVC_DEVICE,IBM SVC Device,200.0,10.0,1.75,472.66,725.92,65.11,502.76,188,1846
Unmapped,UNITY_DEVICE,EMC Unity Device,100.0,10.0,1.5,25.16,41.06,61.27,30.77,188,1846
Unmapped,VMAX_DEVICE,EMC VMax Device,100.0,5.0,3.0,135.13,167.37,80.74,135.16,188,1846
